Region,District,Chiefdom,Section,wp name,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination,maint_con
North,Koinadugu, Wara Wara Bafodia,Bafodaia,Primary school well,protec dug_well,Functional in use,Seasonal,Yes,School,School,Yes,Yes,Hand pump,More than a year,Yes,School
North,Port Loko,Kaffu Bullom,Malokor,Private Well,protec dug_well,Functional in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,Yes,Hand pump,never broken,Yes,other
North,Koinadugu,Nieni,Yiben,M.C.A. Primary School tap,private tap,Functional in use,Seasonal,Yes,School,School,No,No,,Over a month,,School
North,Bombali,Safroko Limba,Maparay,Maparay Community Well .2,protec dug_well,under rehabilitation,Seasonal,No,Community,Other community group,No,No,Hand pump,More than a year,No,other
North,Koinadugu,Nieni,yinffin,Stand pipe,public tap/kiosk,Functional in use,Seasonal,Uknown,Private Individual,Privat owner,No,No,Gravity,Less than a week,,other
North,Bombali,Biriwa,Manjoro,Majoro Community well,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,No,Yes,Hand pump,More than a year,Unkown,NGO
North,Bombali,Libeisaygahun,Magbaingba,Mchp magbaingba well,protec dug_well,Functional in use,Seasonal,Yes,NGO,NGO,No,Yes,Hand pump,never broken,Yes,NGO
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,mosque tap,gravity_scheme,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Gravity,More than a year,Yes,other
North,Bombali,Sella Limba,Kaponkie,Kaponkie Com Well.,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,No,Yes,Hand pump,Over a week,No,NGO
North,Port Loko,Masimera,Magbana Conteh,R C Primary School water Point,unprotec dug_well,under rehabilitation,Seasonal,No,School,No management,No,No,Under Rehabilitation,I don't know,No,No management
North,Port Loko,Marampa,Mamanso,By Chief Resident,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes,other
North,Tonkolili,Tane,Matotok,Bo road water point,public tap/kiosk,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,Hydram pump,Less than a week,,other
North,Port Loko,Masimera,Rokel village,Rokel MCHP water Point,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,WASH management committee,Yes,No,Hand pump,I don't know,Yes,WASH management committee
North,Bombali,Sella Limba,Kamakwie  1,Lusenia st com .Well.,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,Yes,No,Hand pump,Over a week,Yes,NGO
North,Tonkolili,Kholifa Rowala,magburaka,tonkolili district council waterpoint,protec dug_well,Broken down,Seasonal,No,Community,WASH management committee,Yes,Yes,Hand pump,Over a week,Yes,WASH management committee
North,Tonkolili,Yoni,Mile 91,private,private tap,Functional in use,Seasonal,Yes,Other Institution,SALWACO,No,No,,never broken,,SALWACO
North,Koinadugu,Diang,Kania,Dabontaya water point,private tap,Broken down,Always water,Yes,Community,WASH management committee,Yes,No,,I don't know,,WASH management committee
North,Port Loko,Masimera,Mathally,RC School Mathally water point,protec dug_well,Functional NOT in use,Always water,Yes,School,WASH management committee,No,No,Hand pump,More than a year,Yes,WASH management committee
North,Port Loko,Kaffu Bullom,Tholmosow,school well,protec dug_well,Broken down,Always water,Yes,School,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
North,Port Loko,Marampa,Mapolo Section Lunsar,Moore Street Stand Pipe2,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,null,never broken,,other
North,Bombali,Sella Limba,Kathirie Kamakwie 1.,upper Kathirie Kamakwiewell 1 com well..,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,Yes,WASH management committee
North,Bombali,Sella Limba,Kamethe 2,Kamethe 2 com well.,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a week,No,WASH management committee
North,Koinadugu, Folosaba Dembelia,Kamba mamudia,kamba,protec dug_well,Functional in use,Seasonal,Yes,School,School,No,No,Hand pump,More than a year,No,School
North,Bombali,Sella Limba,Kamakwie 1,Pa haray Bangura's well Kamakwie 1.,protec dug_well,Functional NOT in use,Always water,Uknown,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
North,Port Loko,Lokomasama,Benkia Yemp,Mohamed Turay's Compound,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
North,Port Loko,Kaffu Bullom,Royeama,Community well,protec dug_well,Functional NOT in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,No,other
North,Tonkolili,Kholifa Rowala,mafanta,mafanta prison water point,protec dug_well,Broken down,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
North,Koinadugu, Folosaba Dembelia,Koromansillaia,Lukuramaù,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No,other
North,Tonkolili,Kholifa Rowala,Magburaka Correctional Centre,Correctional Center water point,protec dug_well,Functional in use,Seasonal,Yes,Other Institution,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
North,Port Loko,Sanda Magbolont,royeame,scholl well,protec dug_well,Functional in use,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a month,Yes,School
North,Koinadugu,Nieni,yinffin,Stand pipe,public tap/kiosk,Broken down,Dry always / Never water,No,Community,Other community group,Unknown,No,Gravity,More than a year,,other
North,Bombali,Biriwa,Manjoro MCHP,Manjoro MCHP well,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,Health Facility,No,Yes,Hand pump,Over a month,Yes,Health Facility
North,Bombali,Gbendembu Ngowahun,Magbana,Community Well,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
North,Port Loko,Buya Romende,Mabureh Mande,Mabureh Mende,protec dug_well,Functional in use,Always water,Yes,Community,community people,No,No,Hand pump,Less than a week,No,Community
North,Bombali,Paki Masabong,Masingbi Lol,Community  Well,protec dug_well,Functional NOT in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No,WASH management committee
North,Port Loko,Buya Romende,Petifu Bana,Calvary Baptist Primary school,protec dug_well,Functional NOT in use,Always water,Yes,School,School,Yes,No,Hand pump,More than a year,No,School
North,Bombali,Gbendembu Ngowahun,Kalangba,Community Well,protec dug_well,Broken down,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
North,Bombali,Gbendembu Ngowahun,Kalangba,School Well,protec dug_well,Functional in use,Always water,Yes,School,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
North,Bombali,Biriwa,Maforay,Maforay Community Well,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,Yes,WASH management committee
North,Bombali,Sanda Tendaran,Mateboi,Munu compound well,borewell,Functional in use,Seasonal,Yes,School,School,Unknown,Don't know,Hand pump,never broken,Unkown,School
North,Port Loko,Buya Romende,Madina,Madina Mosque,protec dug_well,Functional in use,Seasonal,Yes,Community,islamic muslim agency,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
North,Port Loko,Buya Romende,Gbomsamba,John Sesay Resident,borewell,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
North,Port Loko,Kaffu Bullom,kasongbha,community well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes,WASH management committee
North,Bombali,Makari Gbanti,kolisokor,WCSL primary school,protec dug_well,Functional in use,Always water,Yes,School,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
North,Koinadugu,Nieni,Kumala,Kumala community tap,public tap/kiosk,Broken down,Always water,No,Community,Other community group,No,No,Gravity,More than a year,,other
North,Koinadugu,Nieni,yinffin,Stand pipe,public tap/kiosk,Broken down,Dry always / Never water,No,School,School,No,No,Gravity,More than a year,,School
North,Bombali,Safroko Limba,Mangoreh,Mangoreh Community Well. 2,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a week,Yes,other
North,Port Loko,Kaffu Bullom,kasongbha,community well,protec dug_well,Broken down,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Less than a week,Yes,other
North,Port Loko,Marampa,Labour Camp,8 Labour Camp Water well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Yes,other
North,Port Loko,TMS,Mamboi,Musa Kamara,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,No,other
North,Port Loko,Buya Romende,Makindo,Makindo,protec dug_well,Functional NOT in use,Seasonal,Yes,Community,community people,Yes,Yes,Hand pump,Over a month,Yes,Community
North,Bombali,Gbendembu Ngowahun,Madina Loko,CHP Well,protec dug_well,Broken down,Seasonal,Yes,Health Facility,WASH management committee,Yes,Yes,Stolen Hand pump,Over a week,No,WASH management committee
North,Bombali,Gbendembu Ngowahun,Loko Madina,School Well,protec dug_well,Functional in use,Seasonal,Yes,School,WASH management committee,Yes,Yes,Hand pump,Over a month,No,WASH management committee
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,Sumamusaia,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes,other
North,Bombali,Tambakha,Samaia,Model Junior Secondary School Well,protec dug_well,Broken down,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,More than a year,No,WASH management committee
North,Koinadugu, Wara Wara Bafodia,Bafodaia,Community Barri tank,public tap/kiosk,Functional in use,Always water,No,Community,Other community group,Yes,Yes,Submersible pump,never broken,,other
North,Port Loko,Kaffu Bullom,Royeama,School well,protec dug_well,Functional in use,Seasonal,Yes,School,School,No,Yes,Hand pump,never broken,Yes,School
North,Port Loko,Maforki,Bolom Penny,community water well,protec dug_well,Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,never broken,Yes,other
North,Koinadugu, Folosaba Dembelia,Gbentu,Soso town water well,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
North,Koinadugu,Nieni,Alikalia,Hand dug well,unprotec dug_well,under construction,Seasonal,Yes,Community,Uknown,No,No,Hand pump,More than a year,No,Uknown
North,Port Loko,TMS,Makilie,Kapr Sesay compound pump,protec dug_well,Functional NOT in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,never broken,Yes,WASH management committee
North,Port Loko,Sanda Magbolont,Gbogbodo village community,Gbogbodo village community water well,protec dug_well,under rehabilitation,Always water,Yes,Community,Other community group,No,Yes,Hand pump,More than a year,Yes,other
North,Koinadugu, Folosaba Dembelia,Gbentu,Foday musaia water well.,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
North,Bombali,Sella Limba,Kamakwue 1,H plan Kamakwie 1 com Well.,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,Yes,WASH management committee
North,Port Loko,TMS,Robomp,Osman Kargbo,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,I don't know,No,WASH management committee
North,Port Loko,Bureh Kasseh Makonteh,Rogballan Kasseh,Rogballan Kasseh M C H P,protec dug_well,Functional in use,Always water,Yes,Health Facility,Health Facility,Yes,Don't know,Hand pump,Less than a week,Yes,Health Facility
North,Port Loko,Sanda Magbolont,Komneh,R C Primary School,protec dug_well,Functional in use,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Less than a week,Yes,School
North,Koinadugu, Wara Wara Bafodia,Tailia,community well,protec dug_well,Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,No,other
North,Bombali,Biriwa,Maboroba,Maboroba Community Well,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
North,Koinadugu,Nieni,Yoroya,Hand dug well,protec dug_well,Functional in use,Always water,Yes,School,Other community group,No,No,Hand pump,never broken,Yes,other
North,Bombali,Safroko Limba,Mabonkani,School well,protec dug_well,Broken down,Always water,Yes,School,School,No,Yes,Hand pump,I don't know,No,School
North,Port Loko,Masimera,Makrugbeh Village,community water well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,never broken,Yes,other
North,Kambia,Magbema,Wulla thenkel,Hand pump,protec dug_well,Broken down,Seasonal,Yes,Health Facility,No management,No,No,Hand pump,Over a month,No,No management
North,Port Loko,Lokomasama,gbainty,community well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
North,Koinadugu,Neya,Koromandor,Hand dug well,protec dug_well,Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No,WASH management committee
North,Tonkolili,Kunike,Mayera,Mayera water point,protec dug_well,Broken down,Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,More than a year,No,WASH management committee
North,Bombali,Gbendembu Ngowahun,Mayengu,School Well,protec dug_well,Broken down,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
North,Bombali,Biriwa,Magboba,Magboba community well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Unkown,other
North,Bombali,Sella Limba,Kamapolon,Kamapolon com well.,protec dug_well,Functional in use,Always water,Yes,Community,NGO,Yes,Yes,Hand pump,Over a month,No,NGO
North,Tonkolili,Yoni,Mile 91 town,community,private tap,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,,never broken,,WASH management committee
North,Tonkolili,Yoni,Mile 91,community,protec dug_well,Functional but damaged,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,Yes,other
North,Koinadugu,Diang,Yara,Stand pipe,gravity_scheme,Broken down,Seasonal,Yes,Community,Other community group,No,No,Gravity,More than a year,No,other
North,Koinadugu,Kasunko,Kawa l,community well,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,No,Hand pump,More than a year,No,other
North,Bombali,Sella Limba,Kasasi nonkoh.,Kasasi Nonkoh Com well.,protec dug_well,Broken down,Dry always / Never water,Uknown,NGO,NGO,No,Yes,Hand pump,More than a year,No,NGO
